make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_rub,region
2019,21.64,5000,Petrol,3,Hyundai,Manual,Silver,Full,0,No,1333148,СПб
2006,25.9,1800,Petrol,4,Chevrolet,Automatic,Red,Full,0,Yes,653365,Юг
2011,18.68,2000,Petrol,1,Tesla,Manual,Silver,Full,0,Yes,876377,СПб
1995,29.81,1200,Petrol,5,Nissan,Manual,Silver,Full,0,No,128632,Юг
2016,17.24,4000,Petrol,4,Chevrolet,Automatic,Silver,Unknown,0,Yes,825751,Дальний Восток
1998,16.81,2000,Petrol,4,Volkswagen,Manual,Silver,Unknown,1,Yes,384564,Сибирь
2021,28.31,5000,Diesel,3,Tesla,Automatic,Silver,Unknown,0,Yes,1392969,Сибирь
2021,11.17,1000,Petrol,4,Chevrolet,Automatic,Gray,Partial,1,Yes,544925,СПб
2001,11.36,2500,Petrol,4,Chevrolet,Manual,Red,Partial,1,Yes,168758,Юг
2010,16.71,1800,Diesel,3,Ford,Manual,Silver,Partial,1,Yes,470400,Дальний Восток
1997,23.03,1000,Petrol,1,Toyota,Manual,Silver,Full,1,Yes,389604,Урал
2008,15.4,4000,Diesel,3,Kia,Manual,White,Unknown,1,Yes,679038,Юг
2016,20.44,2000,Petrol,1,Honda,Manual,Gray,Full,0,No,792076,Урал
2005,22.38,1200,Diesel,4,BMW,Manual,Silver,Full,0,Yes,523499,Дальний Восток
2022,18.83,2000,Diesel,1,Honda,Automatic,Blue,Unknown,2,Yes,818347,Урал
2016,11.28,2000,Petrol,2,Volkswagen,Automatic,Gray,Full,0,No,825026,Сибирь
2015,12.48,5000,Petrol,3,Hyundai,Manual,Red,Partial,0,Yes,1010676,Сибирь
2013,12.97,2000,Petrol,2,Kia,Automatic,White,Partial,0,No,508678,Урал
2016,11.97,3000,Diesel,4,Nissan,Manual,White,Full,0,Yes,779519,Москва
2019,14.5,5000,Diesel,3,Tesla,Automatic,Red,Full,0,Yes,1184711,Юг
1998,22.82,2000,Diesel,3,Kia,Manual,White,Partial,2,Yes,523642,Юг
2007,10.31,1500,Petrol,5,Tesla,Manual,Silver,Partial,1,Yes,439011,Дальний Восток
1997,22.96,2500,Diesel,4,Honda,Manual,White,Full,0,Yes,422793,Москва
2013,15.55,1000,Diesel,1,Chevrolet,Manual,Silver,Full,0,Yes,588270,Сибирь
1999,22.84,5000,Electric,4,Chevrolet,Manual,White,Full,0,Yes,1176063,Урал
2019,13.42,5000,Diesel,1,Kia,Manual,Blue,Full,0,Yes,1248600,Дальний Восток
2008,10.21,2500,Petrol,5,Nissan,Automatic,White,Full,1,Yes,418492,Сибирь
1999,18.92,800,Electric,5,Toyota,Manual,Red,Unknown,0,Yes,515232,Москва
2005,10.97,4000,Diesel,1,Hyundai,Automatic,Red,Unknown,1,Yes,920242,Сибирь
2022,19.02,5000,Petrol,3,Kia,Manual,Red,Partial,0,Yes,1163571,Юг
2013,14.28,2500,Diesel,3,Kia,Manual,Blue,Full,1,Yes,723796,Сибирь
2021,23.76,1800,Petrol,4,Hyundai,Automatic,Silver,Partial,1,Yes,775690,Юг
2000,17.25,5000,Petrol,2,Hyundai,Automatic,Red,Full,0,Yes,1096877,Москва
2006,16.62,4000,Petrol,4,Tesla,Manual,Silver,Full,1,Yes,752122,СПб
2023,15.99,1200,Electric,4,Ford,Manual,Silver,Unknown,0,Yes,1067358,Сибирь
1997,5.0,800,Diesel,3,Toyota,Manual,Gray,Full,0,Yes,172837,Сибирь
2018,13.06,4000,Petrol,3,Tesla,Automatic,White,Full,0,Yes,916078,Дальний Восток
2000,13.12,5000,Diesel,2,Volkswagen,Automatic,Black,Partial,1,Yes,1069114,СПб
1997,23.01,2000,Petrol,1,Hyundai,Manual,White,Unknown,0,Yes,615584,Юг
1997,16.76,1800,Electric,3,Nissan,Manual,White,Full,0,Yes,666799,Юг
2003,18.34,1500,Diesel,4,Volkswagen,Automatic,Silver,Full,0,Yes,393845,Сибирь
2005,13.6,5000,Diesel,2,Ford,Automatic,Gray,Partial,1,Yes,927365,Сибирь
1999,32.31,1500,Petrol,5,Kia,Manual,Silver,Unknown,0,Yes,471296,Дальний Восток
2013,15.14,2500,Diesel,4,Honda,Manual,White,Full,0,Yes,783150,Урал
2020,13.38,1200,Diesel,1,Honda,Manual,Gray,Unknown,2,No,667032,Юг
2011,15.38,1800,Petrol,3,Tesla,Manual,Blue,Unknown,0,Yes,694900,СПб
2001,22.29,1000,Petrol,4,Tesla,Manual,Silver,Full,2,Yes,304976,Москва
2013,26.37,1500,Diesel,1,Hyundai,Manual,Silver,Full,0,Yes,766092,Юг
2013,17.64,2500,Diesel,1,Honda,Automatic,Black,Full,1,No,1052931,Москва
2020,15.61,2500,Petrol,3,Toyota,Automatic,Gray,Partial,1,Yes,838898,Москва
1997,22.56,5000,Petrol,5,Kia,Manual,Black,Unknown,0,Yes,804215,СПб
1995,22.35,4000,Diesel,2,Honda,Manual,Blue,Full,1,No,780998,Юг
2013,18.68,1500,Diesel,5,Honda,Automatic,Blue,Partial,1,Yes,359286,СПб
2022,16.81,2000,Diesel,3,Chevrolet,Manual,Gray,Partial,2,Yes,632686,Юг
2008,20.43,800,Petrol,5,Toyota,Manual,Gray,Full,1,No,335258,Дальний Восток
2014,20.91,1000,Diesel,2,Kia,Automatic,Blue,Full,1,Yes,691382,Сибирь
2007,21.77,2500,Electric,5,Kia,Manual,Blue,Partial,0,No,1155651,Дальний Восток
2021,13.98,2000,Petrol,5,Volkswagen,Manual,Silver,Full,0,Yes,551367,Урал
2002,23.89,2000,Diesel,2,Ford,Manual,Silver,Full,0,Yes,580919,Урал
2020,26.83,3000,Diesel,5,Volkswagen,Manual,Red,Unknown,0,Yes,983386,Дальний Восток
2004,23.17,1200,Diesel,1,Honda,Automatic,White,Unknown,0,Yes,681862,Дальний Восток
2010,19.01,4000,Petrol,2,Kia,Manual,White,Partial,0,Yes,835746,Дальний Восток
2004,13.14,2000,Electric,2,Honda,Manual,Black,Full,0,Yes,659432,Урал
2006,18.0,2500,Petrol,5,Ford,Manual,White,Unknown,0,Yes,552673,Сибирь
2017,13.56,1500,Petrol,4,Honda,Manual,Gray,Unknown,2,Yes,588420,Москва
2021,14.5,2000,Diesel,5,Chevrolet,Manual,White,Partial,1,Yes,771280,Москва
2005,25.26,2000,Petrol,5,Nissan,Manual,Black,Partial,0,Yes,508265,Москва
2005,7.05,3000,Petrol,5,Toyota,Manual,Black,Partial,2,No,453716,Москва
2020,19.42,800,Electric,5,Honda,Automatic,Red,Full,1,No,785548,Урал
2011,26.54,3000,Diesel,1,Tesla,Automatic,Silver,Full,1,Yes,922050,Сибирь
2008,19.7,5000,Petrol,4,Ford,Manual,Gray,Full,1,Yes,1010174,Сибирь
2008,16.37,1500,Diesel,3,Toyota,Automatic,Gray,Partial,0,Yes,465862,Юг
1995,23.61,1000,Diesel,3,Honda,Manual,Silver,Unknown,2,Yes,263279,Сибирь
2005,20.07,1200,Electric,5,Ford,Manual,White,Full,0,Yes,632894,Сибирь
2011,11.43,1800,Petrol,1,Nissan,Manual,White,Full,0,Yes,647923,Сибирь
2018,11.98,1000,Diesel,3,Nissan,Manual,Gray,Unknown,1,Yes,616899,Сибирь
2008,17.37,3000,Petrol,5,Tesla,Manual,Blue,Unknown,0,Yes,573974,СПб
2007,24.98,1000,Petrol,4,Toyota,Manual,White,Partial,1,Yes,425072,Урал
2014,12.81,4000,Petrol,4,Hyundai,Automatic,Silver,Unknown,0,No,984383,Урал
2019,19.33,3000,Petrol,3,Toyota,Manual,Black,Partial,0,Yes,962672,Москва
2014,14.74,1500,Diesel,4,Ford,Manual,Black,Full,0,No,593313,Дальний Восток
2015,25.36,5000,Electric,1,Hyundai,Manual,White,Full,1,Yes,1676525,Юг
2003,24.4,5000,Diesel,2,Nissan,Automatic,Red,Unknown,0,No,940905,Юг
2003,16.61,1200,Electric,3,Hyundai,Manual,White,Unknown,0,Yes,896697,Москва
1995,18.19,1200,Petrol,3,Kia,Manual,Blue,Full,0,No,195387,Москва
2018,14.73,5000,Electric,4,Toyota,Manual,Black,Full,2,Yes,1403016,СПб
2016,17.97,5000,Diesel,1,Tesla,Automatic,Silver,Partial,0,Yes,1475681,Сибирь
2002,9.74,2000,Diesel,3,Volkswagen,Manual,Gray,Full,0,Yes,512109,Сибирь
2018,17.15,1800,Diesel,2,Tesla,Manual,Red,Full,0,Yes,823763,Юг
2020,30.7,4000,Petrol,2,Ford,Manual,Black,Full,0,Yes,1187100,Юг
2009,26.09,2000,Diesel,3,Ford,Manual,Blue,Full,0,Yes,597689,Урал
2000,11.53,2000,Diesel,5,Ford,Manual,Black,Unknown,0,Yes,235921,Дальний Восток
2006,20.91,2000,Diesel,3,Nissan,Automatic,Gray,Unknown,1,No,611711,Дальний Восток
2020,15.37,2500,Petrol,3,Honda,Manual,Silver,Partial,1,Yes,891716,Сибирь
2010,20.83,1500,Petrol,3,Ford,Manual,Blue,Partial,0,No,553617,Урал
2010,17.56,5000,Petrol,5,Honda,Manual,Red,Unknown,1,No,939877,Юг
1995,14.09,2500,Petrol,3,Hyundai,Automatic,Silver,Partial,1,Yes,516550,Сибирь
2007,14.91,2000,Diesel,3,Kia,Automatic,Red,Full,0,No,563800,Сибирь
1995,15.75,1200,Petrol,1,Volkswagen,Automatic,White,Full,1,Yes,282751,Дальний Восток
2022,25.76,3000,Petrol,4,Nissan,Automatic,White,Unknown,1,Yes,1068027,Москва
2016,22.85,3000,Petrol,1,Ford,Manual,Red,Unknown,0,Yes,1025580,СПб
1997,12.32,3000,Diesel,4,Toyota,Manual,White,Unknown,1,Yes,521606,Юг
2012,16.13,1000,Diesel,4,Nissan,Manual,Red,Unknown,1,Yes,559389,Урал
2013,23.06,1000,Petrol,5,Hyundai,Automatic,Red,Partial,1,Yes,670439,Москва
2006,18.35,3000,Petrol,1,Kia,Automatic,White,Full,0,No,564995,Юг
2017,16.54,5000,Diesel,5,BMW,Manual,Silver,Partial,2,Yes,953496,Москва
2000,12.12,2500,Diesel,1,Honda,Manual,Black,Unknown,0,Yes,568409,Юг
2005,17.28,2000,Petrol,4,Hyundai,Manual,Gray,Full,1,Yes,458967,Юг
2002,18.11,4000,Diesel,3,Volkswagen,Manual,Gray,Partial,0,Yes,654827,Сибирь
1997,12.16,2500,Petrol,1,Honda,Automatic,Silver,Full,0,Yes,564020,Дальний Восток
2004,22.95,1800,Diesel,4,Nissan,Automatic,Black,Full,0,Yes,505983,Юг
2016,19.28,4000,Petrol,4,Nissan,Automatic,Silver,Full,0,Yes,1040577,Юг
2018,11.99,2000,Diesel,2,Ford,Automatic,Red,Partial,0,Yes,617543,Юг
2015,22.13,4000,Electric,5,Ford,Manual,White,Unknown,1,Yes,1391668,Урал
2023,20.14,1500,Petrol,4,Ford,Manual,Gray,Full,0,Yes,459691,Сибирь
1997,14.28,1000,Diesel,3,BMW,Manual,White,Full,0,Yes,209845,Урал
2010,21.56,5000,Petrol,1,Volkswagen,Manual,White,Full,0,Yes,1229980,Москва
2003,14.23,1500,Diesel,4,Hyundai,Manual,White,Full,1,Yes,366221,Сибирь
2020,15.21,2000,Diesel,5,Tesla,Automatic,White,Full,0,No,763058,Юг
2010,16.8,2000,Diesel,2,Chevrolet,Automatic,Gray,Unknown,0,Yes,793679,СПб
2010,18.63,1800,Diesel,3,Volkswagen,Manual,Gray,Unknown,0,No,502122,СПб
2018,14.02,1800,Diesel,1,Toyota,Manual,Silver,Unknown,0,Yes,961750,СПб
2004,18.02,1000,Petrol,1,Kia,Manual,Red,Unknown,2,Yes,301072,Юг
2007,23.68,1800,Electric,3,Chevrolet,Manual,Gray,Full,0,Yes,928003,Урал
2004,23.93,800,Diesel,3,BMW,Automatic,Gray,Unknown,2,Yes,299374,Сибирь
2015,17.82,1000,Diesel,3,Toyota,Manual,Black,Full,1,Yes,569529,Урал
1999,19.37,800,Diesel,3,Volkswagen,Automatic,White,Full,0,Yes,414061,Дальний Восток
2019,19.85,4000,Petrol,2,Toyota,Automatic,Gray,Partial,0,No,1197446,Юг
2004,19.01,4000,Diesel,2,Toyota,Manual,Gray,Full,1,Yes,906852,СПб
2006,12.29,1800,Diesel,3,Honda,Manual,White,Unknown,0,Yes,438530,Юг
2020,15.43,1800,Diesel,1,Tesla,Automatic,Blue,Unknown,0,No,1018007,Сибирь
2012,5.76,2000,Diesel,2,Chevrolet,Manual,Blue,Full,1,Yes,404426,Урал
1997,15.09,1200,Petrol,4,Chevrolet,Manual,Silver,Unknown,0,No,221744,Дальний Восток
2017,15.14,1200,Petrol,4,Tesla,Manual,White,Full,0,Yes,458809,СПб
2006,19.1,1800,Diesel,3,Kia,Automatic,Blue,Partial,0,Yes,445904,Дальний Восток
2001,15.92,5000,Diesel,2,Nissan,Manual,Blue,Full,0,Yes,961523,СПб
2001,14.46,2000,Petrol,4,Hyundai,Automatic,Blue,Partial,1,No,588120,Сибирь
2013,26.29,3000,Electric,1,Hyundai,Manual,Silver,Partial,1,Yes,1332453,Сибирь
2004,19.39,1000,Petrol,2,Honda,Manual,White,Full,0,Yes,523588,Урал
2008,19.99,800,Petrol,3,Volkswagen,Manual,Gray,Unknown,0,Yes,591106,Дальний Восток
2012,8.05,5000,Diesel,3,Tesla,Automatic,White,Full,0,Yes,877050,Сибирь
2017,13.36,2000,Petrol,4,Tesla,Automatic,Blue,Full,0,Yes,485385,Москва
2019,21.42,1200,Diesel,3,Kia,Manual,White,Partial,0,No,736900,Москва
2022,13.7,5000,Petrol,5,Ford,Automatic,White,Full,1,Yes,1199629,Сибирь
2003,19.38,1800,Petrol,2,BMW,Manual,Blue,Unknown,1,Yes,668284,СПб
2012,8.25,1500,Diesel,3,Nissan,Manual,Gray,Full,0,Yes,376216,СПб
2011,16.25,1800,Diesel,5,Nissan,Automatic,White,Full,0,Yes,412908,Сибирь
2011,10.94,1800,Electric,3,Ford,Manual,Red,Full,0,Yes,796948,СПб
2009,16.54,1000,Diesel,3,Chevrolet,Manual,Silver,Partial,1,Yes,526710,Сибирь
2001,15.5,5000,Petrol,5,Ford,Automatic,Black,Full,0,No,836600,Сибирь
2015,8.3,1800,Diesel,1,Nissan,Automatic,Red,Full,2,No,748145,СПб
2011,10.32,2000,Electric,1,Ford,Automatic,White,Partial,0,No,940194,Урал
2021,20.58,2500,Diesel,3,Honda,Automatic,Blue,Unknown,2,Yes,833234,Дальний Восток
2003,15.19,5000,Petrol,5,Nissan,Manual,Red,Full,0,Yes,859560,Дальний Восток
2008,11.97,5000,Diesel,5,Ford,Manual,White,Full,0,No,854334,Юг
2011,20.11,1000,Diesel,5,Tesla,Manual,Red,Partial,0,Yes,262331,СПб
2005,8.46,2500,Petrol,1,Nissan,Manual,Silver,Unknown,0,Yes,694170,Сибирь
2023,19.2,1800,Diesel,2,Nissan,Manual,Gray,Full,0,Yes,982825,Сибирь
2020,11.89,1200,Diesel,3,Kia,Manual,Gray,Unknown,0,Yes,658037,Юг
2009,22.79,1800,Petrol,4,Toyota,Automatic,White,Partial,1,Yes,431781,Урал
2019,23.31,3000,Diesel,1,Nissan,Automatic,Silver,Unknown,2,Yes,956188,Юг
2019,8.18,1200,Diesel,1,Nissan,Automatic,Red,Unknown,0,Yes,652352,Юг
2006,12.86,3000,Diesel,5,Volkswagen,Manual,Gray,Full,0,Yes,535288,Москва
2019,21.21,2000,Diesel,3,Hyundai,Manual,Gray,Partial,0,Yes,646896,Дальний Восток
2020,14.83,3000,Petrol,4,Volkswagen,Manual,Silver,Full,1,No,783581,Сибирь
2014,16.6,800,Electric,1,BMW,Manual,Red,Partial,0,No,908348,Москва
2009,15.68,2500,Diesel,3,Ford,Manual,Blue,Unknown,0,No,570375,Сибирь
2006,8.68,2500,Diesel,1,Hyundai,Automatic,Red,Unknown,1,Yes,775870,Дальний Восток
1995,16.53,3000,Petrol,1,Ford,Automatic,White,Full,0,Yes,601322,Дальний Восток
1996,11.96,2000,Petrol,5,Honda,Manual,Red,Full,0,Yes,258770,СПб
2003,11.05,1800,Petrol,3,Kia,Manual,Gray,Full,0,Yes,431536,Дальний Восток
2014,11.99,5000,Petrol,2,Honda,Manual,Silver,Partial,0,Yes,944635,Урал
2009,19.11,5000,Diesel,1,Ford,Manual,Silver,Partial,1,No,1205923,СПб
1995,9.17,1800,Petrol,2,Volkswagen,Manual,Red,Partial,0,Yes,252110,Сибирь
2009,15.91,800,Electric,5,Kia,Manual,Gray,Full,0,Yes,556465,Москва
2003,24.89,4000,Petrol,1,Nissan,Manual,Red,Unknown,1,Yes,992638,Урал
2009,9.67,1800,Diesel,2,Kia,Manual,Black,Full,1,Yes,504779,Дальний Восток
2018,5.0,1500,Petrol,2,Kia,Manual,White,Full,0,Yes,517432,СПб
2010,17.72,5000,Petrol,3,Ford,Automatic,Blue,Unknown,2,Yes,920165,СПб
2003,17.26,1500,Petrol,2,Hyundai,Manual,Black,Full,0,No,447843,Москва
2016,23.18,1000,Petrol,5,BMW,Automatic,White,Partial,1,Yes,483454,Дальний Восток
2011,15.38,800,Petrol,3,Kia,Manual,Silver,Full,0,Yes,211242,Юг
1998,10.23,1000,Electric,4,Volkswagen,Manual,Silver,Full,1,Yes,492164,Дальний Восток
2004,16.86,1000,Petrol,3,Ford,Manual,Gray,Full,0,Yes,438872,Сибирь
2011,19.62,1000,Petrol,2,Volkswagen,Manual,Red,Partial,0,Yes,533536,СПб
2013,20.34,5000,Petrol,5,Hyundai,Manual,Red,Unknown,0,Yes,940196,Дальний Восток
2016,22.96,1000,Petrol,5,Kia,Automatic,Red,Unknown,0,Yes,680038,СПб
2009,17.7,800,Electric,3,Hyundai,Automatic,Red,Unknown,2,Yes,615310,СПб
2018,14.38,4000,Diesel,2,Chevrolet,Manual,Gray,Full,0,Yes,941441,Москва
2006,18.85,2000,Petrol,1,Kia,Manual,Gray,Unknown,0,Yes,609374,СПб
1999,21.96,2000,Diesel,5,Toyota,Manual,Gray,Partial,1,Yes,405032,Юг
2015,22.12,1500,Diesel,1,Volkswagen,Automatic,Silver,Full,0,Yes,862981,Дальний Восток
2001,21.46,1000,Petrol,1,Honda,Manual,Black,Partial,0,Yes,556422,Москва
1999,13.61,1000,Diesel,5,Toyota,Automatic,Black,Full,1,Yes,413481,Урал
2016,10.62,1200,Petrol,3,Volkswagen,Manual,White,Full,2,Yes,621322,Урал
2010,17.67,5000,Petrol,2,BMW,Automatic,Black,Full,0,No,1225657,СПб
2018,24.88,1500,Petrol,4,Volkswagen,Automatic,Black,Full,1,Yes,558192,Москва
2021,10.46,1800,Diesel,4,Kia,Automatic,Red,Full,1,Yes,650341,Юг
2014,19.64,5000,Diesel,5,Tesla,Automatic,Red,Full,0,Yes,957816,Урал
2020,18.87,3000,Petrol,3,Nissan,Manual,White,Unknown,0,Yes,841853,Москва
2009,22.84,4000,Diesel,2,Tesla,Automatic,Blue,Full,1,Yes,1005386,Москва
2016,15.17,5000,Diesel,1,Toyota,Manual,White,Full,0,Yes,1150436,Урал
2004,20.94,2000,Petrol,2,BMW,Manual,Gray,Partial,0,Yes,546684,Москва
1996,22.62,2000,Diesel,3,Nissan,Manual,Gray,Partial,1,Yes,409878,Дальний Восток
2006,19.15,1000,Petrol,2,Ford,Manual,Black,Unknown,1,Yes,485820,Сибирь
2002,17.17,2500,Diesel,4,Nissan,Manual,Blue,Partial,1,Yes,555115,Сибирь
1999,20.87,1200,Diesel,4,Honda,Automatic,Black,Full,1,Yes,303617,Дальний Восток
2000,25.79,1800,Electric,2,Tesla,Manual,Silver,Partial,2,Yes,835461,Дальний Восток
2021,11.69,5000,Diesel,4,Ford,Automatic,Red,Full,1,No,1048792,СПб
2011,17.73,2500,Diesel,5,Nissan,Automatic,Blue,Full,0,Yes,620454,Юг
2006,14.39,1500,Diesel,1,Kia,Manual,Black,Full,2,Yes,586299,Москва
2016,11.65,1000,Petrol,3,Tesla,Manual,Gray,Full,2,Yes,506801,Урал
2013,14.42,1500,Petrol,1,Ford,Automatic,Red,Unknown,0,No,662632,Юг
2020,16.66,2000,Petrol,2,Ford,Automatic,White,Unknown,1,Yes,842076,Урал
2007,12.71,3000,Petrol,2,Chevrolet,Manual,Gray,Full,1,Yes,838214,СПб
1996,9.34,800,Petrol,4,Chevrolet,Manual,Red,Partial,0,No,95000,Сибирь
2004,18.65,5000,Diesel,2,Ford,Automatic,White,Full,0,Yes,1161984,Дальний Восток
2010,23.05,1500,Petrol,1,Honda,Automatic,Silver,Partial,1,Yes,679260,Сибирь
2022,16.16,1200,Diesel,4,Kia,Manual,Black,Unknown,0,Yes,613861,Москва
1999,13.69,1200,Petrol,4,Hyundai,Manual,Black,Unknown,0,No,355846,Сибирь
2014,24.94,2000,Diesel,3,BMW,Automatic,Gray,Full,0,Yes,599018,Дальний Восток
2014,15.68,1200,Petrol,2,BMW,Manual,Blue,Unknown,0,Yes,467354,Юг
2011,21.65,4000,Petrol,2,Toyota,Automatic,White,Full,0,Yes,1074555,Юг
2009,15.12,2500,Electric,2,Kia,Manual,Black,Partial,0,Yes,1024985,Сибирь
2020,14.93,1000,Petrol,2,Volkswagen,Manual,White,Full,1,Yes,476624,СПб
2003,9.7,1200,Petrol,2,Tesla,Manual,Red,Full,1,Yes,310479,Сибирь
2006,26.92,1000,Electric,1,Tesla,Manual,Black,Partial,0,Yes,1007941,Урал
2016,13.68,1800,Petrol,5,Honda,Automatic,Red,Full,0,Yes,430207,Урал
2007,18.93,4000,Petrol,5,BMW,Manual,Red,Full,0,Yes,871554,Дальний Восток
2023,19.1,1800,Petrol,5,Hyundai,Manual,Gray,Unknown,0,No,738202,Юг
2007,15.63,4000,Electric,3,Ford,Manual,Red,Full,0,Yes,1127997,Сибирь
2016,16.71,800,Petrol,3,Hyundai,Automatic,Black,Partial,0,Yes,565261,Урал
2018,9.57,5000,Petrol,1,Hyundai,Manual,Silver,Full,0,Yes,1056234,Урал
2009,16.23,2000,Diesel,4,Nissan,Manual,Blue,Partial,0,Yes,524062,Юг
2006,27.05,1500,Diesel,1,Ford,Manual,Blue,Partial,1,Yes,784176,Урал
2013,14.76,4000,Petrol,3,Toyota,Manual,Black,Full,1,Yes,913169,Юг
1998,11.68,2000,Petrol,4,Honda,Manual,Gray,Full,0,No,561650,Урал
2004,21.15,1200,Petrol,2,Hyundai,Manual,Silver,Partial,0,Yes,541257,Юг
2022,22.31,1200,Diesel,4,Ford,Automatic,Gray,Full,0,Yes,583473,Дальний Восток
2020,20.53,1500,Petrol,2,Ford,Manual,White,Full,0,Yes,860084,Юг
2015,21.78,4000,Petrol,3,Ford,Automatic,Blue,Full,2,Yes,1049031,Урал
2014,20.61,1000,Petrol,1,Ford,Manual,Gray,Partial,1,Yes,490142,СПб
2004,22.84,3000,Petrol,1,Honda,Automatic,White,Full,0,Yes,838083,Дальний Восток
2009,7.83,800,Petrol,5,BMW,Manual,Silver,Partial,0,Yes,295797,Юг
2023,31.72,1500,Petrol,4,Hyundai,Manual,White,Full,0,Yes,776436,Урал
2007,14.88,1200,Diesel,3,Nissan,Manual,Red,Full,1,No,441956,Сибирь
2018,8.27,1800,Petrol,1,Kia,Automatic,Black,Unknown,1,No,803283,Сибирь
2023,21.54,1200,Petrol,3,Tesla,Manual,Black,Full,0,Yes,766595,Москва
2017,9.15,1200,Electric,2,Chevrolet,Manual,Gray,Full,0,Yes,884368,Москва
2010,14.33,1800,Diesel,3,BMW,Manual,Blue,Partial,0,Yes,567968,СПб
2012,26.39,1500,Diesel,2,Chevrolet,Manual,Gray,Unknown,0,Yes,728568,Урал
2009,21.37,2000,Petrol,3,BMW,Automatic,White,Partial,0,Yes,625904,Дальний Восток
1999,14.42,3000,Petrol,3,Chevrolet,Manual,Gray,Full,0,No,569512,СПб
2004,13.44,1500,Petrol,5,BMW,Automatic,Blue,Unknown,0,Yes,188661,Сибирь
2013,18.71,2500,Petrol,3,Nissan,Manual,Blue,Unknown,0,Yes,681425,Москва
2019,20.61,2500,Diesel,5,Kia,Manual,Red,Full,0,Yes,855550,Москва
1998,23.35,5000,Electric,5,BMW,Automatic,Silver,Partial,0,No,1134674,СПб
2023,5.53,800,Petrol,4,Chevrolet,Manual,Silver,Unknown,0,Yes,330921,Дальний Восток
2011,19.71,800,Diesel,1,Tesla,Manual,Blue,Full,0,Yes,401942,Юг
1997,18.38,1800,Petrol,4,Tesla,Manual,Blue,Full,0,No,527819,СПб
1997,17.19,1500,Diesel,2,Tesla,Automatic,Red,Full,0,Yes,363046,Москва
2015,23.62,800,Diesel,1,Nissan,Manual,Gray,Partial,2,Yes,625787,Сибирь
2018,22.41,4000,Petrol,3,Honda,Automatic,Silver,Partial,0,Yes,1200164,СПб
2018,28.37,4000,Electric,1,BMW,Automatic,White,Full,0,Yes,1320291,Дальний Восток
1997,12.63,4000,Electric,5,Ford,Manual,Red,Unknown,0,Yes,1065901,Сибирь
1999,27.55,1200,Petrol,3,Hyundai,Automatic,Gray,Full,0,Yes,431514,Урал
2012,25.71,2000,Diesel,1,Volkswagen,Manual,Gray,Full,1,Yes,829284,Москва
2002,19.49,5000,Diesel,2,Volkswagen,Automatic,Gray,Partial,0,Yes,1222453,Урал
2001,19.16,5000,Electric,4,Nissan,Automatic,White,Partial,1,No,1045491,Урал
2018,9.18,3000,Electric,4,Kia,Automatic,White,Partial,1,Yes,1015626,СПб
1999,9.48,800,Petrol,1,Honda,Automatic,White,Partial,0,Yes,332225,Москва
2007,17.8,1000,Electric,5,Nissan,Manual,White,Partial,0,Yes,432314,Сибирь
2001,24.05,2000,Diesel,3,Hyundai,Manual,Blue,Full,0,Yes,454485,Урал
2007,19.48,3000,Petrol,5,Hyundai,Manual,Red,Unknown,1,Yes,492499,Дальний Восток
1995,5.0,1800,Petrol,2,Volkswagen,Manual,Gray,Full,0,No,420135,Москва
2018,14.47,2500,Diesel,2,Hyundai,Automatic,Red,Full,0,Yes,660820,Дальний Восток
2000,16.66,1800,Electric,2,Nissan,Automatic,Silver,Partial,0,Yes,893101,Сибирь
2005,15.83,800,Petrol,2,Tesla,Automatic,Red,Full,0,No,349878,Москва
1996,16.55,1500,Diesel,5,BMW,Manual,Black,Partial,1,No,348539,СПб
2017,11.63,1500,Petrol,2,Ford,Automatic,Red,Full,0,Yes,583966,Юг
2013,7.6,2000,Petrol,4,Volkswagen,Manual,Blue,Unknown,0,No,621573,Сибирь
2011,16.59,4000,Diesel,1,Volkswagen,Manual,Blue,Full,1,Yes,993220,СПб
2013,17.02,1500,Petrol,1,Chevrolet,Manual,Blue,Partial,1,No,827112,СПб
2008,20.3,800,Diesel,2,Hyundai,Manual,Silver,Full,0,Yes,603153,Урал
1997,5.69,3000,Petrol,3,Kia,Manual,Blue,Full,1,Yes,587949,СПб
1998,20.06,3000,Diesel,5,Hyundai,Manual,Black,Full,1,Yes,398531,Урал
2003,18.02,3000,Petrol,1,Toyota,Automatic,Red,Unknown,0,No,717364,Москва
